price,engine,cylinders,fuel,mileage,transmission,trim,body,doors,exterior_color,interior_color,drivetrain,car_age,make_model
54641.0,25,6.0,4,23.0,14,75,6,4.0,70,3,3,1,65
32750.0,14,4.0,4,3425.0,14,107,6,4.0,226,34,2,1,57
50595.0,7,4.0,5,1.0,14,87,6,4.0,170,5,0,1,85
53915.0,52,4.0,4,8.0,0,85,6,4.0,201,57,3,0,32
77473.0,23,6.0,4,14.0,14,34,6,4.0,187,32,1,1,67
30870.0,7,4.0,5,9.0,27,75,7,4.0,223,5,2,1,51
56872.0,21,6.0,4,0.0,23,88,6,4.0,75,17,0,1,8
34730.0,8,4.0,4,0.0,14,73,6,4.0,123,5,1,1,61
55183.0,25,6.0,4,13.0,23,75,4,4.0,43,5,0,1,21
32625.0,14,4.0,4,2077.0,14,107,6,4.0,226,34,2,1,57
20849.0,11,4.0,4,6.0,28,103,7,4.0,51,15,2,1,102
52405.0,8,4.0,4,10.0,10,104,2,4.0,86,5,0,1,1
67159.0,19,6.0,0,21.0,6,37,5,4.0,43,5,1,1,104
40260.0,8,4.0,4,3.0,14,106,6,4.0,47,27,0,1,29
95230.0,22,6.0,4,8.0,23,25,6,4.0,152,48,0,1,91
35835.0,9,4.0,5,10.0,6,108,6,4.0,31,5,0,1,58
35775.0,9,4.0,5,10.0,6,108,6,4.0,7,34,0,1,58
72600.0,19,6.0,0,6.0,6,37,5,4.0,43,5,1,1,104
47410.0,10,8.0,4,5.0,0,152,5,4.0,210,41,1,1,16
30935.0,7,4.0,5,11.0,6,44,6,4.0,194,15,2,1,71
27087.0,8,4.0,4,9.0,14,131,6,4.0,70,5,1,1,61
78895.0,53,6.0,0,7.0,26,37,5,4.0,43,5,1,1,104
44710.0,8,4.0,4,48.0,14,140,6,4.0,165,55,0,1,29
21637.0,74,4.0,4,4.0,27,118,7,4.0,102,15,2,1,100
50923.0,66,6.0,4,4.0,27,75,6,4.0,71,32,1,1,65
21889.0,11,4.0,4,6.0,28,6,7,4.0,77,34,2,1,102
29182.0,11,4.0,4,0.0,28,107,6,4.0,56,5,2,1,52
21123.0,33,4.0,4,6.0,30,114,6,4.0,77,15,2,1,96
63518.0,49,6.0,0,24.0,27,146,5,4.0,93,8,1,1,104
79934.0,19,6.0,0,22.0,27,68,5,4.0,145,5,1,1,104
47340.0,13,8.0,4,22.0,14,93,6,4.0,58,5,0,2,25
47785.0,13,8.0,4,32.0,14,93,6,4.0,58,5,0,2,25
65075.0,13,8.0,4,18.0,14,126,7,4.0,34,5,3,2,24
46243.0,66,6.0,4,175.0,27,31,6,4.0,220,32,1,1,65
42876.0,9,4.0,5,147.0,6,94,6,4.0,1,5,0,1,26
102287.0,31,8.0,0,4.0,0,41,5,4.0,210,41,1,1,43
55020.0,62,6.0,4,5.0,14,75,6,4.0,123,32,1,1,65
40344.0,62,6.0,4,6.0,14,71,6,4.0,43,5,1,1,63
33491.0,8,4.0,4,12.0,14,81,6,4.0,3,5,0,1,52
40754.0,85,4.0,5,12.0,27,75,6,4.0,31,5,0,1,58
83640.0,49,6.0,0,6.0,27,69,5,4.0,166,5,1,1,104
50209.0,15,4.0,5,0.0,28,159,6,4.0,186,5,0,1,111
69720.0,13,8.0,4,0.0,14,37,5,4.0,70,5,1,1,103
88478.0,10,8.0,4,2.0,27,99,5,4.0,210,41,1,1,16
35389.0,8,4.0,4,1.0,14,75,6,4.0,56,34,0,1,52
36600.0,85,4.0,5,12.0,27,81,6,4.0,31,11,0,1,58
110150.0,23,6.0,4,650.0,14,128,6,4.0,126,32,1,2,66
67105.0,65,6.0,4,3.0,27,83,6,4.0,25,32,1,1,65
36600.0,85,4.0,5,10.0,27,81,6,4.0,215,11,0,1,58
50955.0,56,4.0,6,0.0,27,87,6,4.0,120,5,0,1,85
40434.0,16,4.0,4,1.0,16,20,5,4.0,104,5,0,1,54
30740.0,14,4.0,4,1.0,14,44,6,4.0,28,5,2,1,75
54190.0,10,8.0,4,5.0,0,40,5,4.0,59,5,1,1,16
47763.0,10,8.0,4,0.0,0,92,5,2.0,210,41,3,1,42
68600.0,19,6.0,0,0.0,6,144,5,4.0,43,6,1,1,104
74290.0,22,6.0,4,6.0,23,25,6,4.0,152,5,0,1,90
33668.0,8,4.0,4,8.0,14,74,6,4.0,108,5,1,1,61
47785.0,13,8.0,4,32.0,14,93,6,4.0,58,5,0,2,25
89595.0,23,6.0,4,1.0,14,130,6,4.0,43,32,1,1,67
43524.0,36,4.0,4,0.0,4,58,6,4.0,2,5,0,1,26
33071.0,87,3.0,4,4.0,14,30,6,4.0,142,68,0,1,30
30490.0,14,4.0,4,1.0,14,17,5,4.0,19,34,0,1,54
61006.0,25,6.0,4,5.0,23,56,0,3.0,43,5,2,2,107
43684.0,16,4.0,4,1.0,16,19,5,4.0,148,5,0,1,54
38954.0,25,6.0,4,8.0,23,67,4,4.0,43,5,2,1,23
59466.0,10,8.0,4,0.0,0,113,5,4.0,221,41,1,1,41
38036.0,72,4.0,4,4.0,14,158,0,4.0,82,27,2,2,36
60573.0,61,6.0,5,1.0,0,75,5,4.0,122,13,1,1,112
59620.0,13,8.0,4,0.0,27,144,5,4.0,70,5,1,1,103
28860.0,8,4.0,4,7.0,14,73,6,4.0,187,5,1,1,61
41230.0,74,4.0,4,9.0,27,150,6,4.0,209,64,1,1,61
54210.0,25,6.0,4,0.0,14,101,5,4.0,175,5,1,2,62
29111.0,11,4.0,4,11.0,28,107,6,4.0,128,34,2,1,52
96860.0,31,8.0,0,0.0,0,42,5,4.0,224,0,1,1,42
34635.0,14,4.0,4,1.0,14,120,6,4.0,223,5,2,1,75
79487.0,23,6.0,4,18.0,14,128,6,4.0,172,5,1,1,67
23160.0,37,4.0,4,13.0,17,0,7,4.0,156,72,2,1,115
74366.0,23,6.0,4,4.0,14,34,6,4.0,70,32,1,1,68
40979.0,9,4.0,5,12.0,6,75,6,4.0,7,5,0,1,58
39025.0,88,4.0,4,5.0,27,106,6,4.0,47,27,0,1,29
81160.0,23,6.0,4,4.0,14,128,6,4.0,187,32,1,1,68
21195.0,34,4.0,4,0.0,29,7,7,4.0,17,33,2,1,102
63440.0,9,4.0,5,5.0,14,34,6,4.0,187,32,1,1,64
33969.0,8,4.0,4,0.0,14,75,6,4.0,168,34,2,1,52
38598.0,88,4.0,4,10.0,27,107,6,4.0,47,26,0,1,29
84405.0,10,8.0,4,12.0,0,42,5,4.0,224,0,1,1,41
52810.0,25,6.0,4,5.0,14,75,6,4.0,126,32,1,1,63
63145.0,18,6.0,0,5.0,0,65,5,4.0,192,5,1,1,16
34940.0,8,4.0,4,0.0,23,29,6,4.0,75,41,0,1,44
37498.0,75,4.0,4,12.0,27,52,6,4.0,2,5,0,1,26
58950.0,19,6.0,0,12.0,6,144,5,4.0,43,5,1,1,104
41890.0,25,6.0,4,18.0,14,124,7,4.0,182,5,0,2,24
38000.0,74,4.0,4,10.0,27,150,6,4.0,43,64,1,1,61
57000.0,23,6.0,4,5581.0,0,34,0,3.0,223,34,3,2,39
48201.0,62,6.0,4,10.0,14,71,6,4.0,187,32,1,1,65
73360.0,74,4.0,4,12.0,9,27,6,4.0,85,5,0,1,2
47340.0,13,8.0,4,33.0,14,93,6,4.0,58,5,0,2,25
64111.0,49,6.0,0,6.0,27,146,5,4.0,28,8,1,1,104
33590.0,14,4.0,4,12.0,14,67,6,4.0,74,5,2,1,73
46855.0,79,4.0,4,11.0,31,66,6,4.0,164,62,2,1,59
58779.0,62,6.0,4,10.0,14,75,6,4.0,70,32,1,1,65
45995.0,88,4.0,4,4723.0,14,140,6,4.0,6,27,0,1,29
42155.0,44,6.0,4,6.0,27,111,6,4.0,65,15,1,1,98
47030.0,62,6.0,4,5.0,14,71,6,4.0,187,32,1,1,63
42425.0,62,6.0,4,5.0,14,71,6,4.0,187,5,1,1,63
42436.0,8,4.0,4,18.0,23,53,6,4.0,96,5,0,1,26
56015.0,66,6.0,4,8.0,27,75,6,4.0,25,78,1,1,65
25950.0,71,4.0,4,14.0,27,67,6,4.0,129,60,2,1,48
46350.0,24,6.0,4,0.0,23,149,6,4.0,190,5,0,1,50
27450.0,71,4.0,4,5.0,27,67,6,4.0,66,59,0,1,48
33375.0,14,4.0,4,148.0,14,44,6,4.0,74,34,0,1,75
39935.0,14,4.0,4,12.0,14,156,6,4.0,87,5,0,1,75
56119.0,9,4.0,5,20.0,14,34,6,4.0,126,32,1,1,64
36810.0,8,4.0,4,15.0,23,51,6,4.0,96,5,0,1,26
35585.0,75,4.0,4,0.0,27,52,6,4.0,37,5,0,1,26
40375.0,16,4.0,4,1.0,16,20,5,4.0,104,5,0,1,54
41720.0,9,4.0,5,10.0,6,75,6,4.0,7,34,0,1,58
41720.0,9,4.0,5,10.0,6,75,6,4.0,67,34,0,1,58
62255.0,9,4.0,5,26.0,14,34,6,4.0,126,32,1,1,64
57835.0,8,4.0,4,12.0,10,105,2,4.0,131,61,0,1,1
108537.0,23,6.0,4,4501.0,14,130,6,4.0,43,73,1,1,66
63609.0,19,6.0,0,13.0,27,144,5,4.0,43,5,1,1,104
64025.0,46,6.0,4,0.0,27,34,0,3.0,142,24,0,1,38
86420.0,19,6.0,0,10.0,27,68,5,4.0,145,5,1,1,104
77525.0,13,8.0,4,0.0,14,37,5,4.0,92,5,1,1,103
36195.0,8,4.0,4,5.0,23,51,6,4.0,36,5,0,1,26
43475.0,8,4.0,4,2.0,27,152,5,4.0,28,41,1,1,16
35040.0,14,4.0,4,1.0,14,155,6,4.0,28,5,0,1,75
64434.0,84,6.0,4,20.0,27,34,6,4.0,71,5,1,1,67
67422.0,19,6.0,0,27.0,6,37,5,4.0,27,5,1,1,104
61179.0,9,4.0,5,26.0,14,34,6,4.0,220,32,1,1,64
67650.0,9,4.0,5,555.0,14,150,6,4.0,126,32,1,2,64
61276.0,5,4.0,0,10.0,23,8,0,3.0,10,5,3,1,92
94895.0,22,6.0,4,1946.0,14,164,6,4.0,214,67,0,1,7
70115.0,28,6.0,4,8.0,0,158,6,4.0,28,9,1,1,31
77522.0,23,6.0,4,10.0,14,128,6,4.0,70,5,1,1,68
24105.0,11,4.0,4,12.0,28,114,6,4.0,77,15,2,1,96
28000.0,2,3.0,4,5.0,6,133,6,4.0,211,27,2,1,11
33390.0,14,4.0,4,10.0,14,120,6,4.0,74,5,2,1,75
60884.0,9,4.0,5,2.0,14,150,6,4.0,126,32,1,1,64
40880.0,75,4.0,4,24.0,27,52,6,4.0,4,5,0,1,26
35077.0,87,3.0,4,14.0,27,50,6,4.0,180,27,1,1,28
47290.0,74,4.0,4,3.0,27,78,6,4.0,11,41,0,1,12
44759.0,25,6.0,4,6.0,14,75,6,4.0,43,32,1,1,63
86490.0,28,6.0,4,6.0,0,61,6,4.0,28,40,1,1,31
84701.0,81,6.0,0,15.0,27,68,5,4.0,27,5,1,1,104
88695.0,22,6.0,4,9.0,14,164,6,4.0,199,5,0,1,7
33573.0,14,4.0,4,10.0,14,155,6,4.0,95,5,0,1,75
69017.0,5,4.0,0,10.0,23,9,4,3.0,116,5,3,1,92
60925.0,19,6.0,0,10.0,27,144,5,4.0,68,5,1,1,104
51965.0,60,6.0,4,8.0,27,122,6,4.0,96,5,0,1,77
74366.0,23,6.0,4,4.0,14,34,6,4.0,70,32,1,1,68
63670.0,81,6.0,0,22.0,27,144,5,4.0,80,23,1,1,104
35010.0,4,3.0,4,10.0,14,36,6,4.0,106,27,1,1,28
49900.0,22,6.0,4,0.0,14,22,6,4.0,121,5,0,1,84
75925.0,22,6.0,4,7.0,23,25,6,4.0,152,5,0,1,90
93303.0,81,6.0,0,10.0,27,68,5,4.0,93,5,1,1,104
58049.0,56,4.0,6,4.0,27,91,6,4.0,149,5,0,1,85
49260.0,66,6.0,4,10.0,27,31,6,4.0,43,32,1,1,65
52640.0,27,6.0,2,6.0,0,34,0,3.0,142,34,3,1,37
38040.0,14,4.0,4,1.0,14,123,6,4.0,28,5,0,1,75
32491.0,8,4.0,4,10.0,14,75,6,4.0,3,5,2,1,52
51725.0,8,4.0,4,7.0,16,35,6,4.0,124,5,0,1,89
58720.0,18,6.0,0,0.0,27,64,5,4.0,205,41,1,1,16
32995.0,14,4.0,4,10.0,14,120,6,4.0,74,5,2,1,75
47340.0,13,8.0,4,14.0,14,93,6,4.0,58,5,0,2,25
54800.0,22,6.0,4,0.0,14,23,6,4.0,170,76,0,1,84
49285.0,73,4.0,4,15.0,14,34,6,4.0,43,32,1,1,64
49895.0,36,4.0,4,0.0,4,59,6,4.0,97,5,0,1,26
28860.0,8,4.0,4,11.0,14,73,6,4.0,108,5,1,1,61
63440.0,9,4.0,5,5.0,14,34,6,4.0,126,32,1,1,64
57486.0,13,8.0,4,10.0,14,94,6,4.0,69,5,0,1,25
40085.0,9,4.0,5,16.0,6,94,6,4.0,34,5,0,1,26
57545.0,9,4.0,5,3.0,14,138,7,4.0,138,15,0,1,118
74391.0,46,6.0,4,85.0,27,34,0,3.0,142,79,0,1,39
44876.0,39,4.0,4,16.0,27,44,6,4.0,74,5,0,2,73
64965.0,81,6.0,0,16.0,27,144,5,4.0,93,23,1,1,104
38481.0,12,4.0,5,10.0,27,85,6,4.0,6,27,0,1,30
77085.0,81,6.0,0,16.0,27,68,5,4.0,145,5,1,1,104
58825.0,63,4.0,4,5.0,14,34,6,4.0,63,76,0,1,85
26335.0,11,4.0,4,12.0,28,114,6,4.0,39,15,2,1,96
49720.0,36,4.0,4,0.0,4,59,6,4.0,4,5,0,1,26
50565.0,8,4.0,4,0.0,14,39,5,4.0,28,41,1,1,16
38717.0,8,4.0,4,11.0,6,98,6,4.0,161,41,0,1,15
50415.0,8,4.0,4,6.0,23,79,6,4.0,55,41,2,1,13
50486.0,27,6.0,2,24.0,1,10,0,3.0,142,19,3,1,38
32406.0,37,4.0,4,11.0,19,4,6,4.0,61,5,2,1,116
40250.0,14,4.0,4,1.0,14,156,6,4.0,28,5,0,1,75
47340.0,13,8.0,4,11.0,14,93,6,4.0,58,5,0,2,25
29068.0,6,4.0,4,5.0,28,131,2,4.0,155,5,0,1,108
54620.0,77,6.0,4,0.0,14,23,6,4.0,0,63,0,0,83
38954.0,25,6.0,4,5.0,23,67,4,4.0,43,5,2,1,23
46510.0,25,6.0,4,6.0,28,110,6,4.0,176,33,0,1,97
40933.0,9,4.0,5,7.0,6,75,6,4.0,31,34,0,1,58
49395.0,74,4.0,4,5.0,15,163,6,4.0,116,16,3,1,6
28265.0,8,4.0,4,7.0,14,73,6,4.0,43,5,1,1,61
53750.0,40,8.0,4,0.0,27,147,5,2.0,43,23,1,1,103
88135.0,23,6.0,4,21.0,14,128,6,4.0,220,5,1,1,68
30798.0,4,3.0,4,8.0,27,115,6,4.0,6,63,2,1,30
62240.0,67,0.0,3,0.0,27,151,6,4.0,96,15,0,2,117
38300.0,74,4.0,4,24.0,27,150,6,4.0,43,64,1,2,61
25311.0,8,4.0,4,5.0,12,3,6,4.0,157,5,0,1,116
49201.0,62,6.0,4,10.0,14,71,6,4.0,123,32,1,1,65
29386.0,8,4.0,4,11.0,12,4,6,4.0,156,5,0,1,116
72835.0,23,6.0,4,20.0,14,34,6,4.0,70,32,1,2,68
28994.0,8,4.0,4,6.0,12,4,6,4.0,150,5,0,1,116
49895.0,36,4.0,4,0.0,4,59,6,4.0,107,5,0,1,26
36280.0,9,4.0,5,241.0,6,108,6,4.0,181,34,0,1,58
80374.0,28,6.0,4,13.0,0,75,6,4.0,28,9,1,1,31
51380.0,25,6.0,4,10.0,23,77,0,3.0,43,5,2,1,105
52180.0,36,4.0,4,0.0,4,59,6,4.0,37,5,0,1,26
28998.0,8,4.0,4,11.0,12,4,6,4.0,150,5,0,1,116
24979.0,33,4.0,4,5.0,30,118,6,4.0,178,15,2,1,96
50245.0,43,6.0,4,0.0,27,56,0,3.0,43,5,2,2,106
49082.0,73,4.0,4,51.0,14,34,6,4.0,43,77,1,1,64
32098.0,6,4.0,4,5.0,28,98,2,4.0,54,5,0,1,108
53791.0,9,4.0,5,11.0,14,34,6,4.0,220,32,1,1,64
49139.0,62,6.0,4,10.0,14,71,6,4.0,220,32,1,1,65
72135.0,28,6.0,4,7.0,0,158,6,4.0,28,9,1,1,31
37965.0,8,4.0,4,0.0,28,45,6,4.0,207,5,0,1,46
21000.0,57,4.0,4,5.0,27,103,2,4.0,125,5,2,1,74
37335.0,85,4.0,5,1.0,6,108,6,4.0,31,5,0,1,58
33785.0,14,4.0,4,1.0,14,155,6,4.0,166,5,0,1,75
35994.0,25,6.0,4,10.0,14,142,7,4.0,88,5,3,2,20
48268.0,10,8.0,4,3.0,0,92,5,2.0,210,41,3,1,42
45141.0,9,4.0,5,5.0,6,96,6,4.0,36,5,0,1,26
28098.0,37,4.0,4,66.0,11,3,6,4.0,61,36,0,1,116
24430.0,11,4.0,4,12.0,28,114,6,4.0,77,15,2,1,96
24430.0,11,4.0,4,12.0,28,114,6,4.0,212,15,2,1,96
25080.0,11,4.0,4,12.0,28,114,6,4.0,16,15,2,1,96
73960.0,16,4.0,4,5.0,23,35,7,4.0,134,5,0,1,87
46659.0,62,6.0,4,10.0,14,71,6,4.0,70,32,1,1,65
43490.0,9,4.0,5,18.0,6,94,6,4.0,96,5,0,1,26
47280.0,13,8.0,4,22.0,14,93,6,4.0,225,5,0,2,25
80927.0,49,6.0,0,11.0,27,69,5,4.0,223,5,1,1,104
33977.0,8,4.0,4,6.0,6,13,6,4.0,210,41,0,1,15
36550.0,8,4.0,4,4.0,14,158,5,4.0,47,9,0,1,35
37805.0,9,4.0,5,10.0,6,108,6,4.0,226,34,0,1,58
74625.0,23,6.0,4,10.0,14,128,6,4.0,182,32,1,1,67
43613.0,9,4.0,5,5.0,6,96,6,4.0,96,5,0,1,26
49836.0,66,6.0,4,7.0,27,31,6,4.0,187,32,1,1,65
27555.0,11,4.0,4,0.0,28,106,6,4.0,141,5,0,1,52
29305.0,4,3.0,4,10.0,14,30,6,4.0,47,27,2,1,30
40015.0,8,4.0,4,2.0,14,106,6,4.0,96,27,0,1,29
35195.0,14,4.0,4,10.0,14,123,6,4.0,74,5,2,1,75
35615.0,80,3.0,4,0.0,14,82,6,4.0,45,58,1,1,28
20842.0,11,4.0,4,4.0,28,103,7,4.0,102,15,2,1,102
43685.0,8,4.0,4,8.0,0,158,6,4.0,47,27,3,1,32
66770.0,23,6.0,4,20.0,14,34,6,4.0,187,32,1,1,68
48822.0,25,6.0,4,12.0,23,77,0,3.0,43,5,2,1,105
37220.0,9,4.0,5,5.0,6,108,6,4.0,67,34,0,1,58
67164.0,9,4.0,5,29.0,14,150,6,4.0,123,32,1,1,64
37309.0,9,4.0,5,5.0,6,108,6,4.0,7,5,0,1,58
77314.0,9,4.0,5,6.0,14,83,6,4.0,126,32,1,1,64
70312.0,9,4.0,5,24.0,14,83,6,4.0,126,32,1,1,64
36331.0,8,4.0,4,17.0,14,73,6,4.0,187,5,1,1,61
62343.0,9,4.0,5,11.0,14,34,6,4.0,43,32,1,1,64
67446.0,81,6.0,0,296.0,27,144,5,4.0,43,23,1,1,104
40835.0,85,4.0,5,16.0,27,75,6,4.0,7,5,0,1,58
54620.0,25,6.0,4,5.0,27,131,5,4.0,92,5,1,1,62
59674.0,66,6.0,4,8.0,27,75,6,4.0,71,32,1,1,65
69315.0,19,6.0,0,0.0,27,144,5,4.0,43,5,1,1,103
59037.0,5,4.0,0,10.0,23,135,0,3.0,10,5,3,1,92
49720.0,36,4.0,4,0.0,4,59,6,4.0,4,5,0,1,26
69085.0,23,6.0,4,20.0,14,34,6,4.0,70,5,1,1,67
43495.0,43,6.0,4,6.0,27,119,6,4.0,146,33,0,1,97
48995.0,50,8.0,4,31.0,27,152,5,4.0,222,41,3,1,17
